City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Thiruvananthapuram,2018-07-01,17.82,33.89,3.26,7.74,6.75,3.45,0.68,6.42,33.36,0.0,12.5,3.42,48.0,Good
Thiruvananthapuram,2018-07-02,19.23,34.53,3.1,9.0,7.28,3.03,0.74,5.33,32.83,0.0,12.5,3.42,46.0,Good
Thiruvananthapuram,2018-07-03,23.0,43.26,3.11,9.57,7.62,2.94,0.83,6.47,30.42,0.0,12.5,3.42,53.0,Satisfactory
Thiruvananthapuram,2018-07-04,18.41,42.32,3.16,6.67,6.12,2.42,0.88,6.52,28.5,0.0,12.5,3.42,56.0,Satisfactory
Thiruvananthapuram,2018-07-05,19.07,40.65,2.94,7.66,6.46,2.48,0.8,5.86,28.1,0.0,12.5,3.42,51.0,Satisfactory
Thiruvananthapuram,2018-07-06,18.6,46.16,3.02,8.43,6.94,2.39,0.78,6.89,31.54,0.0,12.5,3.42,51.0,Satisfactory
Thiruvananthapuram,2018-07-07,16.08,44.91,3.13,8.66,7.15,1.89,0.78,5.85,29.99,0.0,12.5,3.42,53.0,Satisfactory
Thiruvananthapuram,2018-07-08,7.0,36.83,3.17,7.14,6.37,1.98,0.72,5.98,29.37,0.0,12.5,3.42,46.0,Good
Thiruvananthapuram,2018-07-09,15.77,29.21,3.28,11.32,8.48,1.88,0.79,7.12,29.82,0.0,12.5,3.42,50.0,Good
Thiruvananthapuram,2018-07-10,10.73,27.82,3.1,14.09,9.82,1.69,0.81,6.66,27.51,0.0,12.5,3.42,65.0,Satisfactory
Thiruvananthapuram,2018-07-11,17.48,36.89,2.81,12.2,8.77,1.72,0.84,7.0,30.21,0.0,12.5,3.42,53.0,Satisfactory
Thiruvananthapuram,2018-07-12,16.18,39.8,2.99,10.8,8.03,1.94,0.87,5.75,28.53,0.0,12.5,3.42,60.0,Satisfactory
Thiruvananthapuram,2018-07-13,17.58,46.58,3.02,11.87,8.77,2.25,0.92,5.02,26.85,0.0,12.5,3.42,65.0,Satisfactory
Thiruvananthapuram,2018-07-14,11.88,36.38,3.06,8.59,7.06,1.99,0.75,6.97,27.58,0.0,12.5,3.42,50.0,Good
Thiruvananthapuram,2018-07-15,9.01,21.69,3.06,6.91,5.91,1.91,0.66,6.22,28.42,0.0,12.5,3.42,42.0,Good
Thiruvananthapuram,2018-07-16,10.5,26.23,2.95,5.67,5.21,1.99,0.67,4.0,31.16,0.0,12.5,3.42,43.0,Good
Thiruvananthapuram,2018-07-17,11.1,27.05,2.97,5.97,5.03,1.84,0.62,5.61,34.97,0.0,12.5,3.42,43.0,Good
Thiruvananthapuram,2018-07-18,15.43,41.07,2.9,8.0,6.61,1.72,0.71,6.37,35.13,0.0,12.5,3.42,44.0,Good
Thiruvananthapuram,2018-07-19,13.54,35.93,2.98,9.67,7.42,1.79,0.81,6.38,33.87,0.0,12.5,3.42,52.0,Satisfactory
Thiruvananthapuram,2018-07-20,14.45,46.7,2.98,11.27,8.41,1.73,0.76,5.93,34.64,0.0,12.5,3.42,53.0,Satisfactory
Thiruvananthapuram,2018-07-21,18.23,62.76,3.1,8.35,6.96,2.0,0.82,5.89,34.21,0.0,12.5,3.42,57.0,Satisfactory
Thiruvananthapuram,2018-07-22,18.23,58.53,3.08,4.55,4.92,2.0,0.74,5.17,34.36,0.0,12.5,3.42,64.0,Satisfactory
Thiruvananthapuram,2018-07-23,18.71,65.29,2.87,6.27,5.67,1.95,0.91,6.24,32.27,0.0,12.5,3.42,58.0,Satisfactory
Thiruvananthapuram,2018-07-24,13.41,43.0,2.89,5.95,5.51,1.85,0.8,5.13,30.19,0.0,12.5,3.42,56.0,Satisfactory
Thiruvananthapuram,2018-07-25,12.69,34.25,2.99,6.46,5.86,1.8,0.75,6.28,30.52,0.0,12.5,3.42,49.0,Good
Thiruvananthapuram,2018-07-26,14.85,40.29,2.95,8.08,6.68,1.82,0.74,6.06,27.3,0.0,12.5,3.42,53.0,Satisfactory
Thiruvananthapuram,2018-07-27,16.1,46.1,3.0,6.93,6.11,1.77,0.9,6.64,30.17,0.0,12.5,3.42,50.0,Good
Thiruvananthapuram,2018-07-28,18.51,54.71,2.92,8.08,6.65,2.13,0.95,5.73,30.96,0.0,12.5,3.42,62.0,Satisfactory
Thiruvananthapuram,2018-07-29,17.59,50.25,3.09,5.91,5.66,2.25,0.87,5.23,30.49,0.0,12.5,3.42,61.0,Satisfactory
Thiruvananthapuram,2018-07-30,13.55,37.53,2.91,5.95,5.53,2.21,0.93,5.99,28.73,0.0,12.5,3.42,58.0,Satisfactory
Thiruvananthapuram,2018-07-31,13.44,25.9,2.87,12.14,8.65,1.82,1.02,5.48,27.66,0.0,12.5,3.42,64.0,Satisfactory
Thiruvananthapuram,2018-08-01,14.91,39.67,2.94,15.24,10.4,1.65,1.07,5.96,24.5,0.0,12.5,3.42,70.0,Satisfactory
Thiruvananthapuram,2018-08-02,14.62,36.35,2.86,10.09,7.69,1.96,0.95,4.65,29.3,0.0,12.5,3.42,62.0,Satisfactory
Thiruvananthapuram,2018-08-03,18.7,37.27,2.83,8.53,6.83,1.89,0.98,5.55,26.01,0.0,12.5,3.42,62.0,Satisfactory
Thiruvananthapuram,2018-08-04,19.14,42.58,2.89,8.14,6.69,1.84,1.04,6.02,27.58,0.0,12.5,3.42,67.0,Satisfactory
Thiruvananthapuram,2018-08-05,11.14,33.81,2.96,4.41,4.62,2.02,1.06,5.43,29.14,0.0,12.5,3.42,62.0,Satisfactory
Thiruvananthapuram,2018-08-06,9.04,28.54,2.81,5.17,4.99,1.97,1.0,4.48,27.11,0.0,12.5,3.42,62.0,Satisfactory
Thiruvananthapuram,2018-08-07,9.51,30.15,2.95,5.07,4.6,1.8,1.05,5.95,30.42,0.0,12.5,3.42,63.0,Satisfactory
Thiruvananthapuram,2018-08-08,11.16,25.2,2.9,7.21,6.1,1.87,1.12,6.03,30.15,0.0,12.5,3.42,69.0,Satisfactory
Thiruvananthapuram,2018-08-09,9.21,39.6,2.87,8.03,6.5,1.79,1.16,4.98,29.02,0.0,12.5,3.42,73.0,Satisfactory
Thiruvananthapuram,2018-08-10,8.67,27.55,2.8,3.96,4.31,1.95,1.05,4.96,30.69,0.0,12.5,3.42,66.0,Satisfactory
Thiruvananthapuram,2018-08-11,11.88,31.22,2.91,3.27,4.07,2.21,1.15,5.82,31.29,0.0,12.5,3.42,69.0,Satisfactory
Thiruvananthapuram,2018-08-12,10.35,29.91,2.98,4.77,4.93,2.13,1.14,4.93,30.56,0.0,12.5,3.42,74.0,Satisfactory
Thiruvananthapuram,2018-08-13,10.5,31.66,2.81,7.6,6.25,2.04,1.4,5.75,28.25,0.0,12.5,3.42,81.0,Satisfactory
Thiruvananthapuram,2018-08-14,6.88,28.88,2.91,5.1,5.02,2.09,1.29,5.72,30.65,0.0,12.5,3.42,92.0,Satisfactory
Thiruvananthapuram,2018-08-15,6.0,42.0,2.85,2.62,3.18,1.56,0.44,6.13,20.32,0.0,12.5,3.42,68.0,Satisfactory
Thiruvananthapuram,2018-08-16,12.86,34.43,2.86,6.52,5.66,1.88,1.1,5.77,32.6,0.0,12.5,3.42,106.0,Moderate
Thiruvananthapuram,2018-08-17,6.92,27.58,2.78,6.8,5.87,2.19,1.17,4.56,27.92,0.0,12.5,3.42,69.0,Satisfactory
Thiruvananthapuram,2018-08-18,10.26,28.14,2.93,7.48,5.73,2.19,1.36,5.12,31.71,0.0,12.5,3.42,81.0,Satisfactory
Thiruvananthapuram,2018-08-19,9.45,30.3,2.92,5.9,5.5,2.09,1.42,5.57,30.22,0.0,12.5,3.42,84.0,Satisfactory
Thiruvananthapuram,2018-08-20,11.81,39.35,2.8,6.29,5.62,2.07,1.78,5.11,28.91,0.0,12.5,3.42,93.0,Satisfactory
Thiruvananthapuram,2018-08-21,12.68,44.17,2.95,7.29,6.27,2.32,1.53,6.39,28.41,0.0,12.5,3.42,108.0,Moderate
Thiruvananthapuram,2018-08-22,17.56,46.05,2.91,4.72,4.87,2.32,1.13,5.51,33.17,0.0,12.5,3.42,73.0,Satisfactory
Thiruvananthapuram,2018-08-23,14.31,43.2,2.78,5.11,4.98,2.17,1.01,6.5,32.85,0.0,12.5,3.42,62.0,Satisfactory
Thiruvananthapuram,2018-08-24,21.91,50.41,2.97,5.3,5.24,2.31,1.13,6.51,35.73,0.0,12.5,3.42,69.0,Satisfactory
Thiruvananthapuram,2018-08-25,15.88,42.72,3.01,4.2,4.64,2.22,1.73,5.95,37.06,0.0,12.5,3.42,92.0,Satisfactory
Thiruvananthapuram,2018-08-26,16.86,39.71,2.97,4.5,4.81,2.25,2.45,5.47,35.95,0.0,12.5,3.42,112.0,Moderate
Thiruvananthapuram,2018-08-27,15.94,37.14,2.88,4.3,4.58,2.28,2.73,6.19,35.69,0.0,12.5,3.42,114.0,Moderate
Thiruvananthapuram,2018-08-28,9.94,24.86,3.02,2.92,3.98,2.13,2.11,5.38,37.07,0.0,12.5,3.42,112.0,Moderate
Thiruvananthapuram,2018-08-29,10.58,33.98,2.93,5.04,5.06,2.27,0.82,6.49,36.37,0.0,12.5,3.42,57.0,Satisfactory
Thiruvananthapuram,2018-08-30,20.16,41.24,2.93,5.23,5.16,2.44,0.64,6.38,35.02,0.0,12.5,3.42,51.0,Satisfactory
Thiruvananthapuram,2018-08-31,18.13,47.25,2.8,5.98,5.45,2.43,0.91,6.35,30.68,0.0,12.5,3.42,53.0,Satisfactory
Thiruvananthapuram,2018-09-01,23.44,56.07,2.94,7.1,6.16,2.72,0.79,5.98,34.09,0.0,12.5,3.42,61.0,Satisfactory
Thiruvananthapuram,2018-09-02,19.24,52.38,2.93,4.64,4.85,2.7,0.78,6.07,35.3,0.0,12.5,3.42,56.0,Satisfactory
Thiruvananthapuram,2018-09-03,20.49,50.48,2.89,6.64,5.87,2.61,0.81,6.02,35.03,0.0,12.5,3.42,54.0,Satisfactory
Thiruvananthapuram,2018-09-04,20.0,51.27,2.97,5.82,5.51,2.62,0.77,5.56,38.92,0.0,12.5,3.42,58.0,Satisfactory
Thiruvananthapuram,2018-09-05,22.06,55.46,2.8,6.44,5.69,2.46,0.81,5.48,37.14,0.0,12.5,3.42,59.0,Satisfactory
Thiruvananthapuram,2018-09-06,16.12,52.45,2.92,6.96,6.08,2.39,0.79,6.72,36.66,0.0,12.5,3.42,58.0,Satisfactory
Thiruvananthapuram,2018-09-07,17.55,45.48,2.88,6.46,5.73,2.47,0.9,6.0,31.62,0.0,12.5,3.42,58.0,Satisfactory
Thiruvananthapuram,2018-09-08,17.14,43.17,3.0,4.86,4.99,2.83,0.78,5.5,37.88,0.0,12.5,3.42,55.0,Satisfactory
Thiruvananthapuram,2018-09-09,17.14,43.17,3.0,4.86,4.99,2.83,0.78,5.5,37.88,0.0,12.5,3.42,63.0,Satisfactory
Thiruvananthapuram,2018-09-10,18.86,50.89,2.88,5.72,5.37,3.51,0.52,8.14,42.27,0.0,12.5,3.42,63.0,Satisfactory
Thiruvananthapuram,2018-09-11,22.24,60.76,2.95,8.42,6.83,2.6,0.76,5.19,40.49,0.0,12.5,3.42,63.0,Satisfactory
Thiruvananthapuram,2018-09-12,24.4,67.26,2.9,7.36,6.27,2.5,0.85,5.86,44.4,0.0,12.5,3.42,70.0,Satisfactory
Thiruvananthapuram,2018-09-13,25.5,68.99,2.98,7.82,6.58,2.57,0.88,6.73,38.85,0.0,12.5,3.42,68.0,Satisfactory
Thiruvananthapuram,2018-09-14,28.03,72.04,2.87,9.43,7.34,2.63,0.93,6.44,42.35,0.0,12.5,3.42,76.0,Satisfactory
Thiruvananthapuram,2018-09-15,28.44,64.05,2.8,8.62,6.84,3.08,0.81,7.36,41.8,0.0,12.5,3.42,73.0,Satisfactory
Thiruvananthapuram,2018-09-16,19.46,43.68,3.04,6.65,6.0,3.19,0.81,7.35,42.2,0.0,12.5,3.42,62.0,Satisfactory
Thiruvananthapuram,2018-09-17,18.96,43.82,2.77,8.43,6.74,3.02,0.83,6.45,35.51,0.0,12.5,3.42,50.0,Good
Thiruvananthapuram,2018-09-18,12.38,35.01,2.88,7.9,6.53,2.54,0.84,6.07,31.54,0.0,12.5,3.42,55.0,Satisfactory
Thiruvananthapuram,2018-09-19,17.14,39.68,2.74,8.21,6.6,2.65,0.84,5.56,32.06,0.0,12.5,3.42,53.0,Satisfactory
Thiruvananthapuram,2018-09-20,14.31,32.57,2.89,6.06,5.57,2.39,0.88,5.05,36.96,0.0,12.5,3.42,54.0,Satisfactory
Thiruvananthapuram,2018-09-21,20.42,60.69,2.92,6.71,5.94,2.33,0.83,5.15,40.99,0.0,12.5,3.42,55.0,Satisfactory
Thiruvananthapuram,2018-09-22,21.49,56.28,2.77,6.82,5.87,2.5,0.9,5.45,36.52,0.0,12.5,3.42,67.0,Satisfactory
Thiruvananthapuram,2018-09-23,13.45,30.23,2.88,4.45,4.63,2.53,0.75,5.68,31.89,0.0,12.5,3.42,53.0,Satisfactory
Thiruvananthapuram,2018-09-24,16.64,29.76,2.69,7.85,6.28,2.39,0.87,5.26,32.13,0.0,12.5,3.42,52.0,Satisfactory
Thiruvananthapuram,2018-09-25,24.56,45.89,2.64,9.65,7.28,2.62,0.95,5.71,36.49,0.0,12.5,3.42,62.0,Satisfactory
Thiruvananthapuram,2018-09-26,24.19,47.71,2.91,6.06,5.56,2.9,0.86,6.39,37.66,0.0,12.5,3.42,57.0,Satisfactory
Thiruvananthapuram,2018-09-27,22.38,41.11,2.86,6.63,5.74,2.69,0.96,5.6,44.87,0.0,12.5,3.42,66.0,Satisfactory
Thiruvananthapuram,2018-09-28,26.0,45.3,2.9,7.34,6.2,2.51,0.94,5.42,36.45,0.0,12.5,3.42,62.0,Satisfactory
Thiruvananthapuram,2018-09-29,15.29,27.84,2.83,7.36,6.2,2.53,0.97,5.54,40.25,0.0,12.5,3.42,58.0,Satisfactory
Thiruvananthapuram,2018-09-30,21.93,35.57,2.82,8.24,6.66,2.83,0.96,5.25,31.92,0.0,12.5,3.42,57.0,Satisfactory
Thiruvananthapuram,2018-10-01,23.75,43.0,2.86,9.79,7.53,2.58,1.14,4.94,29.32,0.0,12.5,3.42,64.0,Satisfactory
Thiruvananthapuram,2018-10-02,17.33,31.2,2.76,7.0,5.91,2.9,0.89,4.85,27.34,0.0,12.5,3.42,59.0,Satisfactory
Thiruvananthapuram,2018-10-03,18.9,34.18,3.05,9.29,7.24,3.83,1.1,5.22,27.8,0.0,12.5,3.42,67.0,Satisfactory
Thiruvananthapuram,2018-10-04,14.12,29.82,2.78,11.08,8.16,3.6,0.86,5.37,28.68,0.0,12.5,3.42,72.0,Satisfactory
Thiruvananthapuram,2018-10-05,20.59,39.69,2.8,20.9,13.29,2.99,0.95,4.93,5.93,0.0,12.5,3.42,54.0,Satisfactory
Thiruvananthapuram,2018-10-06,30.33,50.39,2.8,8.2,6.57,3.15,1.16,5.57,8.34,0.0,12.5,3.42,82.0,Satisfactory
Thiruvananthapuram,2018-10-07,12.48,24.47,2.82,6.03,5.38,2.9,1.03,3.92,8.3,0.0,12.5,3.42,62.0,Satisfactory
Thiruvananthapuram,2018-10-08,13.27,26.54,2.7,7.97,6.42,2.7,1.01,5.68,8.62,0.0,12.5,3.42,78.0,Satisfactory
Thiruvananthapuram,2018-10-09,15.1,26.27,2.74,9.25,7.12,2.6,1.01,5.59,11.0,0.0,12.5,3.42,64.0,Satisfactory
Thiruvananthapuram,2018-10-10,15.43,34.46,2.77,9.88,7.47,2.6,1.04,6.49,11.47,0.0,12.5,3.42,70.0,Satisfactory
Thiruvananthapuram,2018-10-11,35.94,50.68,2.64,9.85,7.38,2.84,1.09,5.53,9.94,0.0,12.5,3.42,71.0,Satisfactory
Thiruvananthapuram,2018-10-12,38.58,67.44,2.96,8.94,7.13,3.21,1.02,5.73,10.98,0.0,12.5,3.42,71.0,Satisfactory
Thiruvananthapuram,2018-10-13,36.93,63.53,2.98,6.78,5.97,2.82,0.98,5.31,8.87,0.0,12.5,3.42,67.0,Satisfactory
Thiruvananthapuram,2018-10-14,30.14,52.64,2.91,4.82,4.88,2.39,0.96,6.65,6.88,0.0,12.5,3.42,61.0,Satisfactory
Thiruvananthapuram,2018-10-15,31.75,53.57,2.87,4.55,4.71,3.08,1.05,6.64,5.58,0.0,12.5,3.42,59.0,Satisfactory
Thiruvananthapuram,2018-10-16,19.06,35.04,2.77,6.51,5.65,3.22,1.04,5.55,7.8,0.0,12.5,3.42,63.0,Satisfactory
Thiruvananthapuram,2018-10-17,12.74,28.26,2.79,7.11,6.03,2.83,1.02,5.91,10.68,0.0,12.5,3.42,64.0,Satisfactory
Thiruvananthapuram,2018-10-18,16.07,30.33,2.9,4.4,4.19,2.98,0.84,5.69,8.91,0.0,12.5,3.42,60.0,Satisfactory
Thiruvananthapuram,2018-10-19,12.9,30.94,2.98,4.3,4.48,3.14,0.97,6.48,7.44,0.0,12.5,3.42,54.0,Satisfactory
Thiruvananthapuram,2018-10-20,13.8,28.76,2.86,6.48,5.5,3.16,1.01,5.7,6.57,0.0,12.5,3.42,69.0,Satisfactory
Thiruvananthapuram,2018-10-21,11.42,24.47,2.99,3.84,4.45,3.18,0.8,5.49,8.17,0.0,12.5,3.42,47.0,Good
Thiruvananthapuram,2018-10-22,19.09,31.72,3.11,8.11,6.18,2.72,1.05,6.15,7.22,0.0,12.5,3.42,68.0,Satisfactory
Thiruvananthapuram,2018-10-23,17.97,33.12,3.1,4.94,5.14,2.65,0.86,5.12,6.58,0.0,12.5,3.42,58.0,Satisfactory
Thiruvananthapuram,2018-10-24,30.73,56.61,3.08,8.79,6.83,2.43,1.25,5.1,7.49,0.0,12.5,3.42,70.0,Satisfactory
Thiruvananthapuram,2018-10-25,45.62,72.5,3.05,7.7,6.54,2.53,1.31,5.23,7.77,0.0,12.5,3.42,85.0,Satisfactory
Thiruvananthapuram,2018-10-26,54.28,94.45,3.18,8.97,7.34,3.25,1.49,6.05,11.76,0.0,12.5,3.42,101.0,Moderate
Thiruvananthapuram,2018-10-27,66.15,116.25,3.17,10.84,8.34,2.8,1.46,6.45,17.08,0.0,12.5,3.42,101.0,Moderate
Thiruvananthapuram,2018-10-28,57.1,96.05,3.25,5.95,5.81,2.68,1.15,6.36,10.17,0.0,12.5,3.42,119.0,Moderate
Thiruvananthapuram,2018-10-29,49.67,84.26,3.21,4.42,4.85,2.79,1.2,5.75,9.52,0.0,12.5,3.42,87.0,Satisfactory
Thiruvananthapuram,2018-10-30,51.29,90.58,3.4,3.88,4.6,3.05,1.21,5.84,20.02,0.0,12.5,3.42,87.0,Satisfactory
Thiruvananthapuram,2018-10-31,46.33,83.3,3.12,4.02,4.48,5.39,1.09,5.96,16.3,0.0,12.5,3.42,90.0,Satisfactory
Thiruvananthapuram,2018-11-01,42.05,68.11,2.85,5.92,5.37,2.71,1.19,5.16,6.09,0.0,12.5,3.42,74.0,Satisfactory
Thiruvananthapuram,2018-11-02,43.92,77.95,2.78,11.63,8.4,3.48,1.44,5.56,8.85,0.0,12.5,3.42,99.0,Satisfactory
Thiruvananthapuram,2018-11-03,11.3,27.28,2.93,9.86,7.58,2.8,1.13,5.2,36.9,0.0,12.5,3.42,88.0,Satisfactory
Thiruvananthapuram,2018-11-04,26.4,45.52,2.8,6.96,5.91,2.73,1.34,10.4,35.11,0.0,12.5,3.42,76.0,Satisfactory
Thiruvananthapuram,2018-11-05,54.98,78.08,2.78,8.5,6.62,2.56,1.4,7.32,34.42,0.0,12.5,3.42,87.0,Satisfactory
Thiruvananthapuram,2018-11-06,64.48,86.88,2.91,6.02,5.19,2.48,1.22,6.5,44.69,0.0,12.5,3.42,123.0,Moderate
Thiruvananthapuram,2018-11-07,46.01,65.46,5.14,10.97,8.93,3.47,1.39,7.09,40.15,0.0,12.5,3.42,99.0,Satisfactory
Thiruvananthapuram,2018-11-08,49.17,73.19,5.07,13.16,10.13,4.52,1.72,6.52,40.54,0.0,12.5,3.42,95.0,Satisfactory
Thiruvananthapuram,2018-11-09,40.86,60.82,5.88,7.95,8.77,5.26,1.5,6.32,37.02,0.0,12.5,3.42,93.0,Satisfactory
Thiruvananthapuram,2018-11-10,35.16,53.9,4.57,6.01,6.88,5.76,1.41,11.07,45.94,0.0,12.5,3.42,93.0,Satisfactory
Thiruvananthapuram,2018-11-11,36.27,54.12,3.99,3.33,4.35,6.15,1.2,4.37,47.14,0.0,12.5,3.42,83.0,Satisfactory
Thiruvananthapuram,2018-11-12,44.3,63.39,4.32,5.14,5.46,5.62,1.19,15.51,54.61,0.0,12.5,3.42,84.0,Satisfactory
Thiruvananthapuram,2018-11-13,43.66,59.67,4.23,5.85,5.83,5.3,1.19,4.1,64.4,0.0,12.5,3.42,82.0,Satisfactory
Thiruvananthapuram,2018-11-14,61.59,87.3,4.22,5.51,5.95,5.33,1.28,5.6,64.07,0.0,12.5,3.42,94.0,Satisfactory
Thiruvananthapuram,2018-11-15,71.71,104.39,3.87,5.26,5.54,4.71,1.37,6.12,72.01,0.0,12.5,3.42,130.0,Moderate
Thiruvananthapuram,2018-11-16,55.78,73.44,3.62,5.39,5.36,3.92,1.12,3.56,65.96,0.0,12.5,3.42,103.0,Moderate
Thiruvananthapuram,2018-11-17,51.3,76.59,3.56,8.59,3.5,5.04,1.29,4.48,51.17,0.0,12.5,3.42,88.0,Satisfactory
Thiruvananthapuram,2018-11-18,46.81,64.32,3.27,3.31,3.9,3.58,1.24,5.66,41.59,0.0,12.5,3.42,93.0,Satisfactory
Thiruvananthapuram,2018-11-19,32.55,47.35,4.39,4.72,5.55,4.24,1.23,15.55,36.38,0.0,12.5,3.42,78.0,Satisfactory
Thiruvananthapuram,2018-11-20,19.99,35.46,4.62,7.13,6.63,3.88,1.24,7.98,36.24,0.0,12.5,3.42,74.0,Satisfactory
Thiruvananthapuram,2018-11-21,22.19,36.16,4.21,6.98,6.15,3.44,1.21,4.72,43.78,0.0,12.5,3.42,75.0,Satisfactory
